Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloguer_mitja,Preu,,,,,,
2016,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),12.74,,,,,,
2016,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),12.53,,,,,,
2016,2,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),11.61,,,,,,
2016,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),11.88,,,,,,
2016,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),8.73,,,,,,
2016,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),12.3,,,,,,
2016,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),12.13,,,,,,
2016,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),10.71,,,,,,
2016,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),11.57,,,,,,
2016,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),11.94,,,,,,
2016,2,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),12.52,,,,,,
2016,2,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),12.85,,,,,,
2016,2,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),14.23,,,,,,
2016,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),17.52,,,,,,
2016,2,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),17.29,,,,,,
2016,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),16.4,,,,,,
2016,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),14.33,,,,,,
2016,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),13.8,,,,,,
2016,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),14.58,,,,,,
2016,2,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),12.14,,,,,,
2016,2,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),11.38,,,,,,
2016,2,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),12.9,,,,,,
2016,2,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),13.22,,,,,,
2016,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),12.29,,,,,,
2016,2,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),10.89,,,,,,
2016,2,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),11.1,,,,,,
2016,2,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),10.53,,,,,,
2016,2,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),11.52,,,,,,
2016,2,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),9.61,,,,,,
2016,2,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),9.93,,,,,,
2016,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),8.65,,,,,,
2016,2,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),9.72,,,,,,
2016,2,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),10.52,,,,,,
2016,2,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,2,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),11.15,,,,,,
2016,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),10.17,,,,,,
2016,2,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),9.86,,,,,,
2016,2,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),9.51,,,,,,
2016,2,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,2,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),8.6,,,,,,
2016,2,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),8.1,,,,,,
2016,2,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),9.21,,,,,,
2016,2,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),9.56,,,,,,
2016,2,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),10.04,,,,,,
2016,2,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),9.38,,,,,,
2016,2,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),6.82,,,,,,
2016,2,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),7.24,,,,,,
2016,2,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,2,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),8.5,,,,,,
2016,2,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,2,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),8.74,,,,,,
2016,2,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),11.37,,,,,,
2016,2,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),10.04,,,,,,
2016,2,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),10.27,,,,,,
2016,2,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),10.38,,,,,,
2016,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.34,,,,,,
2016,2,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.35,,,,,,
2016,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.52,,,,,,
2016,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),17.17,,,,,,
2016,2,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.7,,,,,,
2016,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),14.28,,,,,,
2016,2,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),9.02,,,,,,
2016,2,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),11.21,,,,,,
2016,2,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),10.04,,,,,,
2016,2,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),9.27,,,,,,
2016,3,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),12.48,,,,,,
2016,3,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),12.39,,,,,,
2016,3,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),19.22,,,,,,
2016,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),14.41,,,,,,
2016,3,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),11.91,,,,,,
2016,3,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),12.18,,,,,,
2016,3,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),13.33,,,,,,
2016,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),13.15,,,,,,
2016,3,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),12.49,,,,,,
2016,3,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),12.67,,,,,,
2016,3,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),12.67,,,,,,
2016,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,3,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),10.23,,,,,,
2016,3,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),11.52,,,,,,
2016,3,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),12,,,,,,
2016,3,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),10.9,,,,,,
2016,3,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),11.99,,,,,,
2016,3,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),12.1,,,,,,
2016,3,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),13.04,,,,,,
2016,3,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),12.91,,,,,,
2016,3,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),14.44,,,,,,
2016,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),17.1,,,,,,
2016,3,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),16.06,,,,,,
2016,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),15.51,,,,,,
2016,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),14.32,,,,,,
2016,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),13.81,,,,,,
2016,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),13.67,,,,,,
2016,3,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),12.58,,,,,,
2016,3,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),10.82,,,,,,
2016,3,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),11.43,,,,,,
2016,3,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),13.63,,,,,,
2016,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),12.85,,,,,,
2016,3,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),11.79,,,,,,
2016,3,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),10.86,,,,,,
2016,3,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),11.46,,,,,,
2016,3,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),10.26,,,,,,
2016,3,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),9.77,,,,,,
2016,3,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),9.95,,,,,,
2016,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),8.71,,,,,,
2016,3,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),11.03,,,,,,
2016,3,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),11.67,,,,,,
2016,3,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,3,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),10.68,,,,,,
2016,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),10.27,,,,,,
2016,3,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),10.58,,,,,,
2016,3,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),9.75,,,,,,
2016,3,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,3,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),8.84,,,,,,
2016,3,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),8.45,,,,,,
2016,3,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),9.95,,,,,,
2016,3,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),9.9,,,,,,
2016,3,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),10.74,,,,,,
2016,3,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),7.8,,,,,,
2016,3,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,3,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),6.44,,,,,,
2016,3,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,3,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),8.44,,,,,,
2016,3,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),3.85,,,,,,
2016,3,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),9.12,,,,,,
2016,3,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),10.81,,,,,,
2016,3,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),10.45,,,,,,
2016,3,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),11.28,,,,,,
2016,3,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),10.5,,,,,,
2016,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.86,,,,,,
2016,3,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.69,,,,,,
2016,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.48,,,,,,
2016,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),15.04,,,,,,
2016,3,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),13.13,,,,,,
2016,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),14.27,,,,,,
2016,3,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),8.71,,,,,,
2016,3,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.69,,,,,,
2016,3,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),9.87,,,,,,
2016,3,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),8.96,,,,,,
2016,4,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),13.17,,,,,,
2016,4,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),13.78,,,,,,
2016,4,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),18.6,,,,,,
2016,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),14.8,,,,,,
2016,4,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),12.04,,,,,,
2016,4,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),12.71,,,,,,
2016,4,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),13.04,,,,,,
2016,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),12.86,,,,,,
2016,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),12.87,,,,,,
2016,4,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),12.34,,,,,,
2016,4,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),12.92,,,,,,
2016,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,4,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),9.58,,,,,,
2016,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),13,,,,,,
2016,4,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),12.61,,,,,,
2016,4,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),11.16,,,,,,
2016,4,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),12.17,,,,,,
2016,4,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),12.32,,,,,,
2016,4,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),13.76,,,,,,
2016,4,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),13.4,,,,,,
2016,4,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),14.96,,,,,,
2016,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),15.39,,,,,,
2016,4,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),14.85,,,,,,
2016,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),15.6,,,,,,
2016,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),14.18,,,,,,
2016,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),14.12,,,,,,
2016,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),13.6,,,,,,
2016,4,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),13.49,,,,,,
2016,4,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),12.05,,,,,,
2016,4,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),13.24,,,,,,
2016,4,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),14.32,,,,,,
2016,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),12.81,,,,,,
2016,4,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),11.78,,,,,,
2016,4,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),12.33,,,,,,
2016,4,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),11.73,,,,,,
2016,4,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),11.26,,,,,,
2016,4,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),10.7,,,,,,
2016,4,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),11.56,,,,,,
2016,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),9.14,,,,,,
2016,4,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),10.7,,,,,,
2016,4,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),11.43,,,,,,
2016,4,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,4,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),10.81,,,,,,
2016,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),11.27,,,,,,
2016,4,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),10.51,,,,,,
2016,4,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),9.63,,,,,,
2016,4,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),10.51,,,,,,
2016,4,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),9.2,,,,,,
2016,4,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),7.68,,,,,,
2016,4,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),10.04,,,,,,
2016,4,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),10.92,,,,,,
2016,4,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),11.1,,,,,,
2016,4,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),8.71,,,,,,
2016,4,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),10.09,,,,,,
2016,4,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),7.74,,,,,,
2016,4,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,4,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),9.61,,,,,,
2016,4,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2016,4,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),9.05,,,,,,
2016,4,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),11.16,,,,,,
2016,4,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),10.72,,,,,,
2016,4,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),10.49,,,,,,
2016,4,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),11.94,,,,,,
2016,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),12.37,,,,,,
2016,4,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.4,,,,,,
2016,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),13.72,,,,,,
2016,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),16.7,,,,,,
2016,4,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),13.37,,,,,,
2016,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),16.69,,,,,,
2016,4,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),8.92,,,,,,
2016,4,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.66,,,,,,
2016,4,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),10.71,,,,,,
2016,4,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),9.07,,,,,,
2015,1,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),601.31,,,,,,
2015,1,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),756.68,,,,,,
2015,1,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),581.34,,,,,,
2015,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),697.16,,,,,,
2015,1,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),753.76,,,,,,
2015,1,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),679.03,,,,,,
2015,1,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),957.55,,,,,,
2015,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),859.64,,,,,,
2015,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),766.18,,,,,,
2015,1,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),740.41,,,,,,
2015,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),578.76,,,,,,
2015,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2015,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),492.49,,,,,,
2015,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),728.25,,,,,,
2015,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),614.15,,,,,,
2015,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),621.71,,,,,,
